ID,csv_name,heightmap_name
0,evaluation/rails2/rails2_evaluation_0.csv,rails2.png
1,evaluation/rails2/rails2_evaluation_1.csv,rails2.png
2,evaluation/rails2/rails2_evaluation_2.csv,rails2.png
3,evaluation/rails2/rails2_evaluation_3.csv,rails2.png
4,evaluation/rails2/rails2_evaluation_4.csv,rails2.png
5,evaluation/rails2/rails2_evaluation_5.csv,rails2.png
6,evaluation/rails2/rails2_evaluation_6.csv,rails2.png
7,evaluation/rails2/rails2_evaluation_7.csv,rails2.png
8,evaluation/rails2/rails2_evaluation_8.csv,rails2.png
9,evaluation/rails2/rails2_evaluation_9.csv,rails2.png
10,evaluation/rails2/rails2_evaluation_10.csv,rails2.png
11,evaluation/rails2/rails2_evaluation_11.csv,rails2.png
12,evaluation/rails2/rails2_evaluation_12.csv,rails2.png
13,evaluation/rails2/rails2_evaluation_13.csv,rails2.png
14,evaluation/rails2/rails2_evaluation_14.csv,rails2.png
15,evaluation/rails2/rails2_evaluation_15.csv,rails2.png
16,evaluation/rails2/rails2_evaluation_16.csv,rails2.png
17,evaluation/rails2/rails2_evaluation_17.csv,rails2.png
18,evaluation/rails2/rails2_evaluation_18.csv,rails2.png
19,evaluation/rails2/rails2_evaluation_19.csv,rails2.png
20,evaluation/rails2/rails2_evaluation_20.csv,rails2.png
21,evaluation/rails2/rails2_evaluation_21.csv,rails2.png
22,evaluation/rails2/rails2_evaluation_22.csv,rails2.png
23,evaluation/rails2/rails2_evaluation_23.csv,rails2.png
24,evaluation/rails2/rails2_evaluation_24.csv,rails2.png
25,evaluation/rails2/rails2_evaluation_25.csv,rails2.png
26,evaluation/rails2/rails2_evaluation_26.csv,rails2.png
27,evaluation/rails2/rails2_evaluation_27.csv,rails2.png
28,evaluation/rails2/rails2_evaluation_28.csv,rails2.png
29,evaluation/rails2/rails2_evaluation_29.csv,rails2.png
