ID,csv_name,heightmap_name
0,evaluation/steps2/steps2_evaluation_0.csv,steps2.png
1,evaluation/steps2/steps2_evaluation_1.csv,steps2.png
2,evaluation/steps2/steps2_evaluation_2.csv,steps2.png
3,evaluation/steps2/steps2_evaluation_3.csv,steps2.png
4,evaluation/steps2/steps2_evaluation_4.csv,steps2.png
5,evaluation/steps2/steps2_evaluation_5.csv,steps2.png
6,evaluation/steps2/steps2_evaluation_6.csv,steps2.png
7,evaluation/steps2/steps2_evaluation_7.csv,steps2.png
8,evaluation/steps2/steps2_evaluation_8.csv,steps2.png
9,evaluation/steps2/steps2_evaluation_9.csv,steps2.png
10,evaluation/steps2/steps2_evaluation_10.csv,steps2.png
11,evaluation/steps2/steps2_evaluation_11.csv,steps2.png
12,evaluation/steps2/steps2_evaluation_12.csv,steps2.png
13,evaluation/steps2/steps2_evaluation_13.csv,steps2.png
14,evaluation/steps2/steps2_evaluation_14.csv,steps2.png
15,evaluation/steps2/steps2_evaluation_15.csv,steps2.png
16,evaluation/steps2/steps2_evaluation_16.csv,steps2.png
17,evaluation/steps2/steps2_evaluation_17.csv,steps2.png
18,evaluation/steps2/steps2_evaluation_18.csv,steps2.png
19,evaluation/steps2/steps2_evaluation_19.csv,steps2.png
20,evaluation/steps2/steps2_evaluation_20.csv,steps2.png
21,evaluation/steps2/steps2_evaluation_21.csv,steps2.png
22,evaluation/steps2/steps2_evaluation_22.csv,steps2.png
23,evaluation/steps2/steps2_evaluation_23.csv,steps2.png
24,evaluation/steps2/steps2_evaluation_24.csv,steps2.png
25,evaluation/steps2/steps2_evaluation_25.csv,steps2.png
26,evaluation/steps2/steps2_evaluation_26.csv,steps2.png
27,evaluation/steps2/steps2_evaluation_27.csv,steps2.png
28,evaluation/steps2/steps2_evaluation_28.csv,steps2.png
29,evaluation/steps2/steps2_evaluation_29.csv,steps2.png
