ID,csv_name,heightmap_name
0,evaluation/bumps1/bumps1_evaluation_0.csv,bumps1.png
1,evaluation/bumps1/bumps1_evaluation_1.csv,bumps1.png
2,evaluation/bumps1/bumps1_evaluation_2.csv,bumps1.png
3,evaluation/bumps1/bumps1_evaluation_3.csv,bumps1.png
4,evaluation/bumps1/bumps1_evaluation_4.csv,bumps1.png
5,evaluation/bumps1/bumps1_evaluation_5.csv,bumps1.png
6,evaluation/bumps1/bumps1_evaluation_6.csv,bumps1.png
7,evaluation/bumps1/bumps1_evaluation_7.csv,bumps1.png
8,evaluation/bumps1/bumps1_evaluation_8.csv,bumps1.png
9,evaluation/bumps1/bumps1_evaluation_9.csv,bumps1.png
10,evaluation/bumps1/bumps1_evaluation_10.csv,bumps1.png
11,evaluation/bumps1/bumps1_evaluation_11.csv,bumps1.png
12,evaluation/bumps1/bumps1_evaluation_12.csv,bumps1.png
13,evaluation/bumps1/bumps1_evaluation_13.csv,bumps1.png
14,evaluation/bumps1/bumps1_evaluation_14.csv,bumps1.png
15,evaluation/bumps1/bumps1_evaluation_15.csv,bumps1.png
16,evaluation/bumps1/bumps1_evaluation_16.csv,bumps1.png
17,evaluation/bumps1/bumps1_evaluation_17.csv,bumps1.png
18,evaluation/bumps1/bumps1_evaluation_18.csv,bumps1.png
19,evaluation/bumps1/bumps1_evaluation_19.csv,bumps1.png
20,evaluation/bumps1/bumps1_evaluation_20.csv,bumps1.png
21,evaluation/bumps1/bumps1_evaluation_21.csv,bumps1.png
22,evaluation/bumps1/bumps1_evaluation_22.csv,bumps1.png
23,evaluation/bumps1/bumps1_evaluation_23.csv,bumps1.png
24,evaluation/bumps1/bumps1_evaluation_24.csv,bumps1.png
25,evaluation/bumps1/bumps1_evaluation_25.csv,bumps1.png
26,evaluation/bumps1/bumps1_evaluation_26.csv,bumps1.png
27,evaluation/bumps1/bumps1_evaluation_27.csv,bumps1.png
28,evaluation/bumps1/bumps1_evaluation_28.csv,bumps1.png
29,evaluation/bumps1/bumps1_evaluation_29.csv,bumps1.png
