ID,csv_name,heightmap_name
0,evaluation/holes2/holes2_evaluation_0.csv,holes2.png
1,evaluation/holes2/holes2_evaluation_1.csv,holes2.png
2,evaluation/holes2/holes2_evaluation_2.csv,holes2.png
3,evaluation/holes2/holes2_evaluation_3.csv,holes2.png
4,evaluation/holes2/holes2_evaluation_4.csv,holes2.png
5,evaluation/holes2/holes2_evaluation_5.csv,holes2.png
6,evaluation/holes2/holes2_evaluation_6.csv,holes2.png
7,evaluation/holes2/holes2_evaluation_7.csv,holes2.png
8,evaluation/holes2/holes2_evaluation_8.csv,holes2.png
9,evaluation/holes2/holes2_evaluation_9.csv,holes2.png
10,evaluation/holes2/holes2_evaluation_10.csv,holes2.png
11,evaluation/holes2/holes2_evaluation_11.csv,holes2.png
12,evaluation/holes2/holes2_evaluation_12.csv,holes2.png
13,evaluation/holes2/holes2_evaluation_13.csv,holes2.png
14,evaluation/holes2/holes2_evaluation_14.csv,holes2.png
15,evaluation/holes2/holes2_evaluation_15.csv,holes2.png
16,evaluation/holes2/holes2_evaluation_16.csv,holes2.png
17,evaluation/holes2/holes2_evaluation_17.csv,holes2.png
18,evaluation/holes2/holes2_evaluation_18.csv,holes2.png
19,evaluation/holes2/holes2_evaluation_19.csv,holes2.png
20,evaluation/holes2/holes2_evaluation_20.csv,holes2.png
21,evaluation/holes2/holes2_evaluation_21.csv,holes2.png
22,evaluation/holes2/holes2_evaluation_22.csv,holes2.png
23,evaluation/holes2/holes2_evaluation_23.csv,holes2.png
24,evaluation/holes2/holes2_evaluation_24.csv,holes2.png
25,evaluation/holes2/holes2_evaluation_25.csv,holes2.png
26,evaluation/holes2/holes2_evaluation_26.csv,holes2.png
27,evaluation/holes2/holes2_evaluation_27.csv,holes2.png
28,evaluation/holes2/holes2_evaluation_28.csv,holes2.png
29,evaluation/holes2/holes2_evaluation_29.csv,holes2.png
